Data,V_SP500,V_IBOV
8/16/2012,1.415.510.010,59.446.000.000
8/17/2012,1.418.160.034,59.082.000.000
8/20/2012,1.418.130.005,59.283.000.000
8/21/2012,1.413.170.044,58.918.000.000
8/22/2012,1.413.489.990,59.381.000.000
8/23/2012,1.402.079.956,58.512.000.000
8/24/2012,1.411.130.005,58.426.000.000
8/27/2012,1.410.439.941,58.111.000.000
8/28/2012,1.409.300.049,58.406.000.000
8/29/2012,1.410.489.990,57.369.000.000
8/30/2012,1.399.479.980,57.256.000.000
8/31/2012,1.406.579.956,57.061.000.000
9/4/2012,1.404.939.941,56.234.000.000
9/5/2012,1.403.439.941,56.864.000.000
9/6/2012,1.432.119.995,58.321.000.000
9/10/2012,1.429.079.956,58.404.000.000
9/11/2012,1.433.560.059,59.423.000.000
9/12/2012,1.436.560.059,59.922.000.000
9/13/2012,1.459.989.990,61.958.000.000
9/14/2012,1.465.770.020,62.105.000.000
9/17/2012,1.461.189.941,61.806.000.000
9/18/2012,1.459.319.946,61.804.000.000
9/19/2012,1.461.050.049,61.652.000.000
9/20/2012,1.460.260.010,61.688.000.000
9/21/2012,1.460.150.024,61.320.000.000
9/24/2012,1.456.890.015,61.910.000.000
9/25/2012,1.441.589.966,60.501.000.000
9/26/2012,1.433.319.946,60.478.000.000
9/27/2012,1.447.150.024,60.240.000.000
9/28/2012,1.440.670.044,59.176.000.000
10/1/2012,1.444.489.990,59.571.000.000
10/2/2012,1.445.750.000,59.222.000.000
10/3/2012,1.450.989.990,58.627.000.000
10/4/2012,1.461.400.024,58.458.000.000
10/5/2012,1.460.930.054,58.572.000.000
10/8/2012,1.455.880.005,59.317.000.000
10/9/2012,1.441.479.980,58.939.000.000
10/10/2012,1.432.560.059,58.456.000.000
10/11/2012,1.432.839.966,59.162.000.000
10/15/2012,1.440.130.005,59.602.000.000
10/16/2012,1.454.920.044,59.744.000.000
10/17/2012,1.460.910.034,60.087.000.000
10/18/2012,1.457.339.966,59.734.000.000
10/19/2012,1.433.189.941,58.922.000.000
10/22/2012,1.433.819.946,58.700.000.000
10/23/2012,1.413.109.985,57.690.000.000
10/24/2012,1.408.750.000,57.161.000.000
10/25/2012,1.412.969.971,57.837.000.000
10/26/2012,1.411.939.941,57.277.000.000
10/31/2012,1.412.160.034,57.068.000.000
11/1/2012,1.427.589.966,58.383.000.000
11/5/2012,1.417.260.010,58.210.000.000
11/6/2012,1.428.390.015,59.459.000.000
11/7/2012,1.394.530.029,58.517.000.000
11/8/2012,1.377.510.010,57.524.000.000
11/9/2012,1.379.849.976,57.358.000.000
11/12/2012,1.380.030.029,57.064.000.000
11/13/2012,1.374.530.029,57.486.000.000
11/14/2012,1.355.489.990,56.279.000.000
11/16/2012,1.359.880.005,55.402.000.000
11/19/2012,1.386.890.015,56.451.000.000
11/21/2012,1.391.030.029,56.242.000.000
11/23/2012,1.409.150.024,57.574.000.000
11/26/2012,1.406.290.039,56.737.000.000
11/27/2012,1.398.939.941,56.248.000.000
11/28/2012,1.409.930.054,56.539.000.000
11/29/2012,1.415.949.951,57.853.000.000
11/30/2012,1.416.180.054,57.475.000.000
12/3/2012,1.409.459.961,58.202.000.000
12/4/2012,1.407.050.049,57.563.000.000
12/5/2012,1.409.280.029,57.679.000.000
12/6/2012,1.413.939.941,57.656.000.000
12/7/2012,1.418.069.946,58.487.000.000
12/10/2012,1.418.550.049,59.248.000.000
12/11/2012,1.427.839.966,59.623.000.000
12/12/2012,1.428.479.980,59.474.000.000
12/13/2012,1.419.449.951,59.317.000.000
12/14/2012,1.413.579.956,59.605.000.000
12/17/2012,1.430.359.985,59.567.000.000
12/18/2012,1.446.790.039,60.461.000.000
12/19/2012,1.435.810.059,60.998.000.000
12/20/2012,1.443.689.941,61.276.000.000
12/21/2012,1.430.150.024,61.007.000.000
12/26/2012,1.419.829.956,60.960.000.000
12/27/2012,1.418.099.976,60.416.000.000
12/28/2012,1.402.430.054,60.952.000.000
1/2/2013,1.462.420.044,62.550.000.000
1/3/2013,1.459.369.995,63.312.000.000
1/4/2013,1.466.469.971,62.523.000.000
1/7/2013,1.461.890.015,61.933.000.000
1/8/2013,1.457.150.024,61.128.000.000
1/9/2013,1.461.020.020,61.579.000.000
1/10/2013,1.472.119.995,61.678.000.000
1/11/2013,1.472.050.049,61.497.000.000
1/14/2013,1.470.680.054,62.081.000.000
1/15/2013,1.472.339.966,61.728.000.000
1/16/2013,1.472.630.005,61.787.000.000
1/17/2013,1.480.939.941,62.194.000.000
1/18/2013,1.485.979.980,61.956.000.000
1/22/2013,1.492.560.059,61.692.000.000
1/23/2013,1.494.810.059,61.966.000.000
1/24/2013,1.494.819.946,61.170.000.000
1/28/2013,1.500.180.054,60.027.000.000
1/29/2013,1.507.839.966,60.406.000.000
1/30/2013,1.501.959.961,59.337.000.000
1/31/2013,1.498.109.985,59.761.000.000
2/1/2013,1.513.170.044,60.351.000.000
2/4/2013,1.495.709.961,59.576.000.000
2/5/2013,1.511.290.039,59.445.000.000
2/6/2013,1.512.119.995,58.951.000.000
2/7/2013,1.509.390.015,58.372.000.000
2/8/2013,1.517.930.054,58.498.000.000
2/13/2013,1.520.329.956,58.406.000.000
2/14/2013,1.521.380.005,58.077.000.000
2/15/2013,1.519.790.039,57.903.000.000
2/19/2013,1.530.939.941,57.314.000.000
2/20/2013,1.511.949.951,56.178.000.000
2/21/2013,1.502.420.044,56.155.000.000
2/22/2013,1.515.599.976,56.697.000.000
2/25/2013,1.487.849.976,56.618.000.000
2/26/2013,1.496.939.941,56.949.000.000
2/27/2013,1.515.989.990,57.274.000.000
2/28/2013,1.514.680.054,57.424.000.000
3/1/2013,1.518.199.951,56.884.000.000
3/4/2013,1.525.199.951,56.499.000.000
3/5/2013,1.539.790.039,55.951.000.000
3/6/2013,1.541.459.961,57.940.000.000
3/7/2013,1.544.260.010,58.847.000.000
3/8/2013,1.551.180.054,58.433.000.000
3/11/2013,1.556.219.971,58.545.000.000
3/12/2013,1.552.479.980,58.209.000.000
3/13/2013,1.554.520.020,57.386.000.000
3/14/2013,1.563.229.980,57.281.000.000
3/15/2013,1.560.699.951,56.869.000.000
3/18/2013,1.552.099.976,56.973.000.000
3/19/2013,1.548.339.966,56.361.000.000
3/20/2013,1.558.709.961,56.030.000.000
3/21/2013,1.545.800.049,55.577.000.000
3/22/2013,1.556.890.015,55.243.000.000
3/25/2013,1.551.689.941,54.873.000.000
3/26/2013,1.563.770.020,55.671.000.000
3/27/2013,1.562.849.976,56.034.000.000
3/28/2013,1.569.189.941,56.352.000.000
4/1/2013,1.562.170.044,55.902.000.000
4/2/2013,1.570.250.000,54.889.000.000
4/3/2013,1.553.689.941,55.563.000.000
4/4/2013,1.559.979.980,54.648.000.000
4/5/2013,1.553.280.029,55.051.000.000
4/8/2013,1.563.069.946,55.092.000.000
4/9/2013,1.568.609.985,55.912.000.000
4/10/2013,1.587.729.980,56.187.000.000
4/11/2013,1.593.369.995,55.401.000.000
4/12/2013,1.588.849.976,54.963.000.000
4/15/2013,1.552.359.985,52.950.000.000
4/16/2013,1.574.569.946,53.991.000.000
4/17/2013,1.552.010.010,52.882.000.000
4/18/2013,1.541.609.985,53.166.000.000
4/19/2013,1.555.250.000,53.929.000.000
4/22/2013,1.562.500.000,54.298.000.000
4/23/2013,1.578.780.029,54.885.000.000
4/24/2013,1.578.790.039,54.984.000.000
4/25/2013,1.585.160.034,54.963.000.000
4/26/2013,1.582.239.990,54.252.000.000
4/29/2013,1.593.609.985,54.887.000.000
4/30/2013,1.597.569.946,55.910.000.000
5/2/2013,1.597.589.966,55.322.000.000
5/3/2013,1.614.420.044,55.488.000.000
5/6/2013,1.617.500.000,55.430.000.000
5/7/2013,1.625.959.961,56.275.000.000
5/8/2013,1.632.689.941,55.805.000.000
5/9/2013,1.626.670.044,55.448.000.000
5/10/2013,1.633.699.951,55.108.000.000
5/13/2013,1.633.770.020,54.448.000.000
5/14/2013,1.650.339.966,54.667.000.000
5/15/2013,1.658.780.029,54.936.000.000
5/16/2013,1.650.469.971,54.773.000.000
5/17/2013,1.667.469.971,55.164.000.000
5/20/2013,1.666.290.039,55.701.000.000
5/21/2013,1.669.160.034,56.265.000.000
5/22/2013,1.655.349.976,56.429.000.000
5/23/2013,1.650.510.010,56.350.000.000
5/24/2013,1.649.599.976,56.406.000.000
5/28/2013,1.660.060.059,56.036.000.000
5/29/2013,1.648.359.985,54.635.000.000
5/31/2013,1.630.739.990,53.506.000.000
6/3/2013,1.640.420.044,53.944.000.000
6/4/2013,1.631.380.005,54.018.000.000
6/5/2013,1.608.900.024,52.799.000.000
6/6/2013,1.622.560.059,52.885.000.000
6/7/2013,1.643.380.005,51.619.000.000
6/10/2013,1.642.810.059,51.317.000.000
6/11/2013,1.626.130.005,49.770.000.000
6/12/2013,1.612.520.020,49.181.000.000
6/13/2013,1.636.359.985,50.415.000.000
6/14/2013,1.626.729.980,49.332.000.000
6/17/2013,1.639.040.039,49.089.000.000
6/18/2013,1.651.810.059,49.465.000.000
6/19/2013,1.628.930.054,47.893.000.000
6/20/2013,1.588.189.941,48.214.000.000
6/21/2013,1.592.430.054,47.056.000.000
6/24/2013,1.573.089.966,45.965.000.000
6/25/2013,1.588.030.029,46.893.000.000
6/26/2013,1.603.260.010,47.172.000.000
6/27/2013,1.613.199.951,47.609.000.000
6/28/2013,1.606.280.029,47.457.000.000
7/1/2013,1.614.959.961,47.230.000.000
7/2/2013,1.614.079.956,45.229.000.000
7/3/2013,1.615.410.034,45.044.000.000
7/5/2013,1.631.890.015,45.210.000.000
7/8/2013,1.640.459.961,45.076.000.000
7/10/2013,1.652.619.995,45.483.000.000
7/11/2013,1.675.020.020,46.626.000.000
7/12/2013,1.680.189.941,45.533.000.000
7/15/2013,1.682.500.000,46.739.000.000
7/16/2013,1.676.260.010,46.869.000.000
7/17/2013,1.680.910.034,47.407.000.000
7/18/2013,1.689.369.995,47.657.000.000
7/19/2013,1.692.089.966,47.400.000.000
7/22/2013,1.695.530.029,48.574.000.000
7/23/2013,1.692.390.015,48.820.000.000
7/24/2013,1.685.939.941,48.374.000.000
7/25/2013,1.690.250.000,49.067.000.000
7/26/2013,1.691.650.024,49.422.000.000
7/29/2013,1.685.329.956,49.212.000.000
7/30/2013,1.685.959.961,48.562.000.000
7/31/2013,1.685.729.980,48.234.000.000
8/1/2013,1.706.869.995,49.141.000.000
8/2/2013,1.709.670.044,48.474.000.000
8/5/2013,1.707.140.015,48.436.000.000
8/6/2013,1.697.369.995,47.422.000.000
8/7/2013,1.690.910.034,47.447.000.000
8/8/2013,1.697.479.980,48.929.000.000
8/9/2013,1.691.420.044,49.875.000.000
8/12/2013,1.689.469.971,50.299.000.000
8/13/2013,1.694.160.034,50.601.000.000
8/14/2013,1.685.390.015,50.896.000.000
8/15/2013,1.661.319.946,50.908.000.000
8/16/2013,1.655.829.956,51.539.000.000
8/19/2013,1.646.060.059,51.574.000.000
8/20/2013,1.652.349.976,50.507.000.000
8/21/2013,1.642.800.049,50.405.000.000
8/22/2013,1.656.959.961,51.398.000.000
8/23/2013,1.663.500.000,52.197.000.000
8/26/2013,1.656.780.029,51.429.000.000
8/27/2013,1.630.479.980,50.092.000.000
8/28/2013,1.634.959.961,49.867.000.000
8/29/2013,1.638.170.044,49.922.000.000
8/30/2013,1.632.969.971,50.008.000.000
9/3/2013,1.639.770.020,51.626.000.000
9/4/2013,1.653.079.956,51.716.000.000
9/5/2013,1.655.079.956,52.352.000.000
9/6/2013,1.655.170.044,53.749.000.000
9/9/2013,1.671.709.961,54.252.000.000
9/10/2013,1.683.989.990,53.979.000.000
9/11/2013,1.689.130.005,53.570.000.000
9/12/2013,1.683.420.044,53.307.000.000
9/13/2013,1.687.989.990,53.798.000.000
9/16/2013,1.697.599.976,53.822.000.000
9/17/2013,1.704.760.010,54.271.000.000
9/18/2013,1.725.520.020,55.703.000.000
9/19/2013,1.722.339.966,55.096.000.000
9/20/2013,1.709.910.034,54.110.000.000
9/23/2013,1.701.839.966,54.602.000.000
9/24/2013,1.697.420.044,54.431.000.000
9/25/2013,1.692.770.020,54.261.000.000
9/26/2013,1.698.670.044,53.783.000.000
9/27/2013,1.691.750.000,53.739.000.000
9/30/2013,1.681.550.049,52.338.000.000
10/1/2013,1.695.000.000,53.179.000.000
10/2/2013,1.693.869.995,53.100.000.000
10/3/2013,1.678.660.034,52.490.000.000
10/4/2013,1.690.500.000,52.849.000.000
10/7/2013,1.676.119.995,52.417.000.000
10/8/2013,1.655.449.951,52.312.000.000
10/9/2013,1.656.400.024,52.548.000.000
10/10/2013,1.692.560.059,52.997.000.000
10/11/2013,1.703.199.951,53.150.000.000
10/14/2013,1.710.140.015,54.171.000.000
10/15/2013,1.698.060.059,54.981.000.000
10/16/2013,1.721.540.039,55.973.000.000
10/17/2013,1.733.150.024,55.358.000.000
10/18/2013,1.744.500.000,55.378.000.000
10/21/2013,1.744.660.034,56.077.000.000
10/22/2013,1.754.670.044,56.460.000.000
10/23/2013,1.746.380.005,55.440.000.000
10/24/2013,1.752.069.946,54.877.000.000
10/25/2013,1.759.770.020,54.154.000.000
10/28/2013,1.762.109.985,55.073.000.000
10/29/2013,1.771.949.951,54.539.000.000
10/30/2013,1.763.310.059,54.173.000.000
10/31/2013,1.756.540.039,54.256.000.000
11/1/2013,1.761.640.015,54.013.000.000
11/4/2013,1.767.930.054,54.437.000.000
11/5/2013,1.762.969.971,53.832.000.000
11/6/2013,1.770.489.990,53.385.000.000
11/7/2013,1.747.150.024,52.741.000.000
11/8/2013,1.770.609.985,52.249.000.000
11/11/2013,1.771.890.015,52.624.000.000
11/12/2013,1.767.689.941,51.804.000.000
11/13/2013,1.782.000.000,52.230.000.000
11/14/2013,1.790.619.995,53.452.000.000
11/18/2013,1.791.530.029,54.307.000.000
11/19/2013,1.787.869.995,53.033.000.000
11/21/2013,1.795.849.976,52.688.000.000
11/22/2013,1.804.760.010,52.801.000.000
11/25/2013,1.802.479.980,52.264.000.000
11/26/2013,1.802.750.000,51.447.000.000
11/27/2013,1.807.229.980,51.861.000.000
11/29/2013,1.805.810.059,52.482.000.000
12/2/2013,1.800.900.024,51.245.000.000
12/3/2013,1.795.150.024,50.349.000.000
12/4/2013,1.792.810.059,50.216.000.000
12/5/2013,1.785.030.029,50.788.000.000
12/6/2013,1.805.089.966,50.944.000.000
12/9/2013,1.808.369.995,51.165.000.000
12/10/2013,1.802.619.995,50.993.000.000
12/11/2013,1.782.219.971,50.068.000.000
12/12/2013,1.775.500.000,50.122.000.000
12/13/2013,1.775.319.946,50.051.000.000
12/16/2013,1.786.540.039,50.280.000.000
12/17/2013,1.781.000.000,50.090.000.000
12/18/2013,1.810.650.024,50.563.000.000
12/19/2013,1.809.599.976,50.819.000.000
12/20/2013,1.818.319.946,51.186.000.000
12/23/2013,1.827.989.990,51.356.000.000
12/26/2013,1.842.020.020,51.221.000.000
12/27/2013,1.841.400.024,51.267.000.000
12/30/2013,1.841.069.946,51.507.000.000
1/2/2014,1.831.979.980,50.341.000.000
1/3/2014,1.831.369.995,50.981.000.000
1/6/2014,1.826.770.020,50.974.000.000
1/7/2014,1.837.880.005,50.430.000.000
1/8/2014,1.837.489.990,50.577.000.000
1/9/2014,1.838.130.005,49.322.000.000
1/10/2014,1.842.369.995,49.696.000.000
1/13/2014,1.819.199.951,49.427.000.000
1/14/2014,1.838.880.005,49.703.000.000
1/15/2014,1.848.380.005,50.105.000.000
1/16/2014,1.845.890.015,49.696.000.000
1/17/2014,1.838.699.951,49.182.000.000
1/21/2014,1.843.800.049,48.542.000.000
1/22/2014,1.844.859.985,49.300.000.000
1/23/2014,1.828.459.961,48.321.000.000
1/24/2014,1.790.290.039,47.787.000.000
1/27/2014,1.781.560.059,47.701.000.000
1/28/2014,1.792.500.000,47.841.000.000
1/29/2014,1.774.199.951,47.557.000.000
1/30/2014,1.794.189.941,47.244.000.000
1/31/2014,1.782.589.966,47.639.000.000
2/3/2014,1.741.890.015,46.148.000.000
2/4/2014,1.755.199.951,46.964.000.000
2/5/2014,1.751.640.015,46.624.000.000
2/6/2014,1.773.430.054,47.738.000.000
2/7/2014,1.797.020.020,48.074.000.000
2/10/2014,1.799.839.966,47.711.000.000
2/11/2014,1.819.750.000,48.463.000.000
2/12/2014,1.819.260.010,48.217.000.000
2/13/2014,1.829.829.956,47.813.000.000
2/14/2014,1.838.630.005,48.201.000.000
2/18/2014,1.840.760.010,46.600.000.000
2/19/2014,1.828.750.000,47.151.000.000
2/20/2014,1.839.780.029,47.289.000.000
2/21/2014,1.836.250.000,47.380.000.000
2/24/2014,1.847.609.985,47.393.000.000
2/25/2014,1.845.119.995,46.716.000.000
2/26/2014,1.845.160.034,46.599.000.000
2/27/2014,1.854.290.039,47.607.000.000
2/28/2014,1.859.449.951,47.094.000.000
3/5/2014,1.873.810.059,46.589.000.000
3/6/2014,1.877.030.029,47.093.000.000
3/7/2014,1.878.040.039,46.244.000.000
3/10/2014,1.877.170.044,45.533.000.000
3/11/2014,1.867.630.005,45.698.000.000
3/12/2014,1.868.199.951,45.862.000.000
3/13/2014,1.846.339.966,45.444.000.000
3/14/2014,1.841.130.005,44.966.000.000
3/17/2014,1.858.829.956,45.118.000.000
3/18/2014,1.872.250.000,46.150.000.000
3/19/2014,1.860.770.020,46.567.000.000
3/20/2014,1.872.010.010,47.278.000.000
3/21/2014,1.866.520.020,47.381.000.000
3/24/2014,1.857.439.941,47.993.000.000
3/25/2014,1.865.619.995,48.180.000.000
3/26/2014,1.852.560.059,47.966.000.000
3/27/2014,1.849.040.039,49.647.000.000
3/28/2014,1.857.619.995,49.768.000.000
3/31/2014,1.872.339.966,50.415.000.000
4/1/2014,1.885.520.020,50.270.000.000
4/2/2014,1.890.900.024,51.701.000.000
4/3/2014,1.888.770.020,51.408.000.000
4/4/2014,1.865.089.966,51.082.000.000
4/7/2014,1.845.040.039,52.155.000.000
4/8/2014,1.851.959.961,51.629.000.000
4/9/2014,1.872.180.054,51.185.000.000
4/10/2014,1.833.079.956,51.127.000.000
4/11/2014,1.815.689.941,51.867.000.000
4/14/2014,1.830.609.985,51.596.000.000
4/15/2014,1.842.979.980,50.454.000.000
4/16/2014,1.862.310.059,51.201.000.000
4/17/2014,1.864.849.976,52.112.000.000
4/22/2014,1.879.550.049,51.977.000.000
4/23/2014,1.875.390.015,51.570.000.000
4/24/2014,1.878.609.985,51.817.000.000
4/25/2014,1.863.400.024,51.399.000.000
4/28/2014,1.869.430.054,51.384.000.000
4/29/2014,1.878.329.956,51.839.000.000
4/30/2014,1.883.949.951,51.626.000.000
5/2/2014,1.881.140.015,52.980.000.000
5/5/2014,1.884.660.034,53.446.000.000
5/6/2014,1.867.719.971,53.780.000.000
5/7/2014,1.878.209.961,54.053.000.000
5/8/2014,1.875.630.005,53.422.000.000
5/9/2014,1.878.479.980,53.100.000.000
5/12/2014,1.896.650.024,54.053.000.000
5/13/2014,1.897.449.951,53.907.000.000
5/14/2014,1.888.530.029,54.413.000.000
5/15/2014,1.870.849.976,53.856.000.000
5/16/2014,1.877.859.985,53.976.000.000
5/19/2014,1.885.079.956,53.353.000.000
5/20/2014,1.872.829.956,52.366.000.000
5/21/2014,1.888.030.029,52.203.000.000
5/22/2014,1.892.489.990,52.806.000.000
5/23/2014,1.900.530.029,52.626.000.000
5/27/2014,1.911.910.034,52.172.000.000
5/28/2014,1.909.780.029,52.640.000.000
5/29/2014,1.920.030.029,52.239.000.000
5/30/2014,1.923.569.946,51.239.000.000
6/2/2014,1.924.969.971,51.606.000.000
6/3/2014,1.924.239.990,52.032.000.000
6/4/2014,1.927.880.005,51.833.000.000
6/5/2014,1.940.459.961,51.559.000.000
6/6/2014,1.949.439.941,53.129.000.000
6/9/2014,1.951.270.020,54.273.000.000
6/10/2014,1.950.790.039,54.604.000.000
6/11/2014,1.943.890.015,55.102.000.000
6/13/2014,1.936.160.034,54.807.000.000
6/16/2014,1.937.780.029,54.630.000.000
6/17/2014,1.941.989.990,54.300.000.000
6/18/2014,1.956.979.980,55.203.000.000
6/20/2014,1.962.869.995,54.638.000.000
6/23/2014,1.962.609.985,54.210.000.000
6/24/2014,1.949.979.980,54.281.000.000
6/25/2014,1.959.530.029,53.426.000.000
6/26/2014,1.957.219.971,53.506.000.000
6/27/2014,1.960.959.961,53.157.000.000
6/30/2014,1.960.229.980,53.168.000.000
7/1/2014,1.973.319.946,53.171.000.000
7/2/2014,1.974.619.995,53.029.000.000
7/3/2014,1.985.439.941,53.875.000.000
7/7/2014,1.977.650.024,53.802.000.000
7/8/2014,1.963.709.961,53.635.000.000
7/10/2014,1.964.680.054,54.593.000.000
7/11/2014,1.967.569.946,54.786.000.000
7/14/2014,1.977.099.976,55.744.000.000
7/15/2014,1.973.280.029,55.974.000.000
7/16/2014,1.981.569.946,55.717.000.000
7/17/2014,1.958.119.995,55.638.000.000
7/18/2014,1.978.219.971,57.013.000.000
7/21/2014,1.973.630.005,57.634.000.000
7/22/2014,1.983.530.029,57.983.000.000
7/23/2014,1.987.010.010,57.420.000.000
7/24/2014,1.987.979.980,57.978.000.000
7/25/2014,1.978.339.966,57.821.000.000
7/28/2014,1.978.910.034,57.696.000.000
7/29/2014,1.969.949.951,57.119.000.000
7/30/2014,1.970.069.946,56.878.000.000
7/31/2014,1.930.670.044,55.829.000.000
8/1/2014,1.925.150.024,55.903.000.000
8/4/2014,1.938.989.990,56.616.000.000
8/5/2014,1.920.209.961,56.202.000.000
8/6/2014,1.920.239.990,56.487.000.000
8/7/2014,1.909.569.946,56.188.000.000
8/8/2014,1.931.589.966,55.573.000.000
8/11/2014,1.936.920.044,56.613.000.000
8/12/2014,1.933.750.000,56.442.000.000
8/13/2014,1.946.719.971,55.581.000.000
8/14/2014,1.955.180.054,55.780.000.000
8/15/2014,1.955.060.059,56.964.000.000
8/18/2014,1.971.739.990,57.561.000.000
8/19/2014,1.981.599.976,58.449.000.000
8/20/2014,1.986.510.010,58.878.000.000
8/21/2014,1.992.369.995,58.992.000.000
8/22/2014,1.988.400.024,58.407.000.000
8/25/2014,1.997.920.044,59.735.000.000
8/26/2014,2.000.020.020,59.821.000.000
8/27/2014,2.000.119.995,60.951.000.000
8/28/2014,1.996.739.990,60.291.000.000
8/29/2014,2.003.369.995,61.288.000.000
9/2/2014,2.002.280.029,61.896.000.000
9/3/2014,2.000.719.971,61.837.000.000
9/4/2014,1.997.650.024,60.800.000.000
9/5/2014,2.007.709.961,60.681.000.000
9/8/2014,2.001.540.039,59.193.000.000
9/9/2014,1.988.439.941,58.676.000.000
9/10/2014,1.995.689.941,58.199.000.000
9/11/2014,1.997.449.951,58.337.000.000
9/12/2014,1.985.540.039,56.928.000.000
9/15/2014,1.984.130.005,57.949.000.000
9/16/2014,1.998.979.980,59.115.000.000
9/17/2014,2.001.569.946,59.108.000.000
9/18/2014,2.011.359.985,58.374.000.000
9/19/2014,2.010.400.024,57.789.000.000
9/22/2014,1.994.290.039,56.818.000.000
9/23/2014,1.982.770.020,56.541.000.000
9/24/2014,1.998.300.049,56.824.000.000
9/25/2014,1.965.989.990,55.962.000.000
9/26/2014,1.982.849.976,57.212.000.000
9/29/2014,1.977.800.049,54.625.000.000
9/30/2014,1.972.290.039,54.116.000.000
10/1/2014,1.946.160.034,52.858.000.000
10/2/2014,1.946.170.044,53.519.000.000
10/3/2014,1.967.900.024,54.540.000.000
10/6/2014,1.964.819.946,57.116.000.000
10/7/2014,1.935.099.976,57.436.000.000
10/8/2014,1.968.890.015,57.058.000.000
10/9/2014,1.928.209.961,57.268.000.000
10/10/2014,1.906.130.005,55.312.000.000
10/13/2014,1.874.739.990,57.957.000.000
10/14/2014,1.877.699.951,58.015.000.000
10/15/2014,1.862.489.990,56.135.000.000
10/16/2014,1.862.760.010,54.298.000.000
10/17/2014,1.886.760.010,55.724.000.000
10/20/2014,1.904.010.010,54.303.000.000
10/21/2014,1.941.280.029,52.432.000.000
10/22/2014,1.927.109.985,52.411.000.000
10/23/2014,1.950.819.946,50.713.000.000
10/24/2014,1.964.579.956,51.941.000.000
10/27/2014,1.961.630.005,50.504.000.000
10/28/2014,1.985.050.049,52.330.000.000
10/29/2014,1.982.300.049,51.049.000.000
10/30/2014,1.994.650.024,52.337.000.000
10/31/2014,2.018.050.049,54.629.000.000
11/3/2014,2.017.810.059,53.947.000.000
11/4/2014,2.012.099.976,54.384.000.000
11/5/2014,2.023.569.946,53.698.000.000
11/6/2014,2.031.209.961,52.637.000.000
11/7/2014,2.031.920.044,53.223.000.000
11/10/2014,2.038.260.010,52.725.000.000
11/11/2014,2.039.680.054,52.474.000.000
11/12/2014,2.038.250.000,52.979.000.000
11/13/2014,2.039.329.956,51.846.000.000
11/14/2014,2.039.819.946,51.772.000.000
11/17/2014,2.041.319.946,51.257.000.000
11/18/2014,2.051.800.049,52.062.000.000
11/19/2014,2.048.719.971,53.403.000.000
11/21/2014,2.063.500.000,56.084.000.000
11/24/2014,2.069.409.912,55.407.000.000
11/25/2014,2.067.030.029,55.561.000.000
11/26/2014,2.072.830.078,55.098.000.000
11/28/2014,2.067.560.059,54.664.000.000
12/1/2014,2.053.439.941,52.276.000.000
12/2/2014,2.066.550.049,51.612.000.000
12/3/2014,2.074.330.078,52.320.000.000
12/4/2014,2.071.919.922,51.427.000.000
12/5/2014,2.075.370.117,51.992.000.000
12/8/2014,2.060.310.059,50.274.000.000
12/9/2014,2.059.820.068,50.193.000.000
12/10/2014,2.026.140.015,49.548.000.000
12/11/2014,2.035.329.956,49.861.000.000
12/12/2014,2.002.329.956,48.002.000.000
12/15/2014,1.989.630.005,47.019.000.000
12/16/2014,1.972.739.990,47.008.000.000
12/17/2014,2.012.890.015,48.714.000.000
12/18/2014,2.061.229.980,48.496.000.000
12/19/2014,2.070.649.902,49.651.000.000
12/22/2014,2.078.540.039,50.121.000.000
12/23/2014,2.082.169.922,50.890.000.000
12/26/2014,2.088.770.020,50.145.000.000
12/29/2014,2.090.570.068,50.594.000.000
12/30/2014,2.080.350.098,50.007.000.000
1/2/2015,2.058.199.951,48.512.000.000
1/5/2015,2.020.579.956,47.517.000.000
1/6/2015,2.002.609.985,48.001.000.000
1/7/2015,2.025.900.024,49.463.000.000
1/8/2015,2.062.139.893,49.943.000.000
1/9/2015,2.044.810.059,48.840.000.000
1/12/2015,2.028.260.010,48.140.000.000
1/13/2015,2.023.030.029,48.042.000.000
1/14/2015,2.011.270.020,47.646.000.000
1/15/2015,1.992.670.044,48.026.000.000
1/16/2015,2.019.420.044,49.017.000.000
1/20/2015,2.022.550.049,47.877.000.000
1/21/2015,2.032.119.995,49.224.000.000
1/22/2015,2.063.149.902,49.443.000.000
1/23/2015,2.051.820.068,48.775.000.000
1/26/2015,2.057.090.088,48.577.000.000
1/27/2015,2.029.550.049,48.591.000.000
1/28/2015,2.002.160.034,47.695.000.000
1/29/2015,2.021.250.000,47.762.000.000
1/30/2015,1.994.989.990,46.908.000.000
2/2/2015,2.020.849.976,47.651.000.000
2/3/2015,2.050.030.029,48.964.000.000
2/4/2015,2.041.510.010,49.301.000.000
2/5/2015,2.062.520.020,49.234.000.000
2/6/2015,2.055.469.971,48.792.000.000
2/9/2015,2.046.739.990,49.383.000.000
2/10/2015,2.068.590.088,48.510.000.000
2/11/2015,2.068.530.029,48.240.000.000
2/12/2015,2.088.479.980,49.533.000.000
2/13/2015,2.096.989.990,50.636.000.000
2/18/2015,2.099.679.932,51.280.000.000
2/19/2015,2.097.449.951,51.294.000.000
2/20/2015,2.110.300.049,51.238.000.000
2/23/2015,2.109.659.912,51.281.000.000
2/24/2015,2.115.479.980,51.874.000.000
2/25/2015,2.113.860.107,51.811.000.000
2/26/2015,2.110.739.990,51.761.000.000
2/27/2015,2.104.500.000,51.583.000.000
