Data,V_SP500,V_IBOV
7/11/2007,1.518.760.010,56.356.000.000
7/12/2007,1.547.699.951,57.613.000.000
7/13/2007,1.552.500.000,57.644.000.000
7/16/2007,1.549.520.020,57.374.000.000
7/17/2007,1.549.369.995,57.660.000.000
7/18/2007,1.546.170.044,57.556.000.000
7/19/2007,1.553.079.956,58.125.000.000
7/20/2007,1.534.099.976,57.443.000.000
7/23/2007,1.541.569.946,58.037.000.000
7/24/2007,1.511.040.039,55.795.000.000
7/25/2007,1.518.089.966,56.001.000.000
7/26/2007,1.482.660.034,53.893.000.000
7/27/2007,1.458.949.951,52.922.000.000
7/30/2007,1.473.910.034,54.573.000.000
7/31/2007,1.455.270.020,54.183.000.000
8/1/2007,1.465.810.059,54.234.000.000
8/2/2007,1.472.199.951,54.691.000.000
8/3/2007,1.433.060.059,52.846.000.000
8/6/2007,1.467.670.044,53.091.000.000
8/7/2007,1.476.709.961,53.802.000.000
8/8/2007,1.497.489.990,55.241.000.000
8/9/2007,1.453.089.966,53.431.000.000
8/10/2007,1.453.640.015,52.638.000.000
8/13/2007,1.452.920.044,52.434.000.000
8/14/2007,1.426.540.039,50.912.000.000
8/15/2007,1.406.699.951,49.285.000.000
8/16/2007,1.411.270.020,48.016.000.000
8/17/2007,1.445.939.941,48.559.000.000
8/20/2007,1.445.550.049,49.206.000.000
8/21/2007,1.447.119.995,49.815.000.000
8/22/2007,1.464.069.946,51.745.000.000
8/23/2007,1.462.500.000,51.848.000.000
8/24/2007,1.479.369.995,52.998.000.000
8/27/2007,1.466.790.039,53.078.000.000
8/28/2007,1.432.359.985,51.645.000.000
8/29/2007,1.463.760.010,52.735.000.000
8/30/2007,1.457.640.015,52.858.000.000
8/31/2007,1.473.989.990,54.637.000.000
9/4/2007,1.489.420.044,55.250.000.000
9/5/2007,1.472.290.039,54.408.000.000
9/6/2007,1.478.550.049,54.569.000.000
9/10/2007,1.451.699.951,52.653.000.000
9/11/2007,1.471.489.990,53.921.000.000
9/12/2007,1.471.560.059,53.883.000.000
9/13/2007,1.483.949.951,54.908.000.000
9/14/2007,1.484.250.000,54.671.000.000
9/17/2007,1.476.650.024,54.341.000.000
9/18/2007,1.519.780.029,56.666.000.000
9/19/2007,1.529.030.029,57.264.000.000
9/20/2007,1.518.750.000,56.906.000.000
9/21/2007,1.525.750.000,57.799.000.000
9/24/2007,1.517.729.980,58.719.000.000
9/25/2007,1.517.209.961,58.858.000.000
9/26/2007,1.525.420.044,59.715.000.000
9/27/2007,1.531.380.005,61.052.000.000
9/28/2007,1.526.750.000,60.465.000.000
10/1/2007,1.547.040.039,62.340.000.000
10/2/2007,1.546.630.005,62.017.000.000
10/3/2007,1.539.589.966,60.099.000.000
10/4/2007,1.542.839.966,60.407.000.000
10/5/2007,1.557.589.966,62.319.000.000
10/8/2007,1.552.579.956,62.661.000.000
10/9/2007,1.565.150.024,63.549.000.000
10/10/2007,1.562.469.971,63.197.000.000
10/11/2007,1.554.410.034,62.456.000.000
10/15/2007,1.548.709.961,62.969.000.000
10/16/2007,1.538.530.029,61.718.000.000
10/17/2007,1.541.239.990,63.194.000.000
10/18/2007,1.540.079.956,63.261.000.000
10/19/2007,1.500.630.005,60.894.000.000
10/22/2007,1.506.329.956,61.215.000.000
10/23/2007,1.519.589.966,62.697.000.000
10/24/2007,1.515.880.005,62.625.000.000
10/25/2007,1.514.400.024,62.341.000.000
10/26/2007,1.535.280.029,64.276.000.000
10/29/2007,1.540.979.980,65.044.000.000
10/30/2007,1.531.020.020,64.383.000.000
10/31/2007,1.549.380.005,65.318.000.000
11/1/2007,1.508.439.941,64.050.000.000
11/5/2007,1.502.170.044,62.960.000.000
11/6/2007,1.520.270.020,64.503.000.000
11/7/2007,1.475.619.995,63.501.000.000
11/8/2007,1.474.770.020,63.562.000.000
11/9/2007,1.453.699.951,64.321.000.000
11/12/2007,1.439.180.054,61.527.000.000
11/13/2007,1.481.050.049,62.927.000.000
11/14/2007,1.470.579.956,64.631.000.000
11/16/2007,1.458.739.990,64.609.000.000
11/19/2007,1.433.270.020,62.336.000.000
11/21/2007,1.416.770.020,60.582.000.000
11/23/2007,1.440.699.951,60.971.000.000
11/26/2007,1.407.219.971,59.069.000.000
11/27/2007,1.428.229.980,59.432.000.000
11/28/2007,1.469.020.020,61.715.000.000
11/29/2007,1.469.719.971,62.156.000.000
11/30/2007,1.481.140.015,63.006.000.000
12/3/2007,1.472.420.044,63.200.000.000
12/4/2007,1.462.790.039,63.482.000.000
12/5/2007,1.485.010.010,64.928.000.000
12/6/2007,1.507.339.966,65.791.000.000
12/7/2007,1.504.660.034,65.639.000.000
12/10/2007,1.515.959.961,65.446.000.000
12/11/2007,1.477.650.024,64.512.000.000
12/12/2007,1.486.589.966,64.742.000.000
12/13/2007,1.488.410.034,62.861.000.000
12/14/2007,1.467.949.951,62.445.000.000
12/17/2007,1.445.900.024,59.828.000.000
12/18/2007,1.454.979.980,61.096.000.000
12/19/2007,1.453.000.000,61.722.000.000
12/20/2007,1.460.119.995,61.716.000.000
12/21/2007,1.484.459.961,63.098.000.000
12/26/2007,1.497.660.034,64.288.000.000
12/27/2007,1.476.270.020,63.774.000.000
12/28/2007,1.478.489.990,63.886.000.000
1/2/2008,1.447.160.034,62.815.000.000
1/3/2008,1.447.160.034,62.892.000.000
1/4/2008,1.411.630.005,61.037.000.000
1/7/2008,1.416.180.054,60.772.000.000
1/8/2008,1.390.189.941,62.081.000.000
1/9/2008,1.409.130.005,62.674.000.000
1/10/2008,1.420.329.956,63.515.000.000
1/11/2008,1.401.020.020,61.942.000.000
1/14/2008,1.416.250.000,62.188.000.000
1/15/2008,1.380.949.951,59.907.000.000
1/16/2008,1.373.199.951,58.777.000.000
1/17/2008,1.333.250.000,57.037.000.000
1/18/2008,1.325.189.941,57.506.000.000
1/22/2008,1.310.500.000,56.097.000.000
1/23/2008,1.338.599.976,54.235.000.000
1/24/2008,1.352.069.946,57.463.000.000
1/28/2008,1.353.959.961,58.594.000.000
1/29/2008,1.362.300.049,59.530.000.000
1/30/2008,1.355.810.059,60.289.000.000
1/31/2008,1.378.550.049,59.490.000.000
2/1/2008,1.395.420.044,61.080.000.000
2/6/2008,1.326.449.951,58.969.000.000
2/7/2008,1.336.910.034,58.965.000.000
2/8/2008,1.331.290.039,59.076.000.000
2/11/2008,1.339.130.005,60.643.000.000
2/12/2008,1.348.859.985,61.805.000.000
2/13/2008,1.367.209.961,62.591.000.000
2/14/2008,1.348.859.985,61.819.000.000
2/15/2008,1.349.989.990,61.272.000.000
2/19/2008,1.348.780.029,62.297.000.000
2/20/2008,1.360.030.029,63.747.000.000
2/21/2008,1.342.530.029,63.792.000.000
2/22/2008,1.353.109.985,64.609.000.000
2/25/2008,1.371.800.049,65.001.000.000
2/26/2008,1.381.290.039,65.183.000.000
2/27/2008,1.380.020.020,65.495.000.000
2/28/2008,1.367.680.054,65.555.000.000
2/29/2008,1.330.630.005,63.489.000.000
3/3/2008,1.331.339.966,64.490.000.000
3/4/2008,1.326.750.000,63.656.000.000
3/5/2008,1.333.699.951,64.629.000.000
3/6/2008,1.304.339.966,62.975.000.000
3/7/2008,1.293.369.995,61.868.000.000
3/10/2008,1.273.369.995,59.999.000.000
3/11/2008,1.320.650.024,62.368.000.000
3/12/2008,1.308.770.020,62.177.000.000
3/13/2008,1.315.479.980,62.280.000.000
3/14/2008,1.288.140.015,61.991.000.000
3/17/2008,1.276.599.976,60.012.000.000
3/18/2008,1.330.739.990,61.933.000.000
3/19/2008,1.298.420.044,58.827.000.000
3/20/2008,1.329.510.010,58.987.000.000
3/24/2008,1.349.880.005,59.813.000.000
3/25/2008,1.352.989.990,61.234.000.000
3/26/2008,1.341.130.005,61.415.000.000
3/27/2008,1.325.760.010,60.762.000.000
3/28/2008,1.315.219.971,60.452.000.000
3/31/2008,1.322.699.951,60.968.000.000
4/1/2008,1.370.180.054,62.775.000.000
4/2/2008,1.367.530.029,63.364.000.000
4/3/2008,1.369.310.059,64.175.000.000
4/4/2008,1.370.400.024,64.446.000.000
4/7/2008,1.372.540.039,64.176.000.000
4/8/2008,1.365.540.039,64.540.000.000
4/9/2008,1.354.489.990,63.477.000.000
4/10/2008,1.360.550.049,63.527.000.000
4/11/2008,1.332.829.956,62.585.000.000
4/14/2008,1.328.319.946,62.153.000.000
4/15/2008,1.334.430.054,62.618.000.000
4/16/2008,1.364.709.961,64.152.000.000
4/17/2008,1.365.560.059,64.552.000.000
4/18/2008,1.390.329.956,64.923.000.000
4/22/2008,1.375.939.941,65.413.000.000
4/23/2008,1.379.930.054,64.948.000.000
4/24/2008,1.388.819.946,64.576.000.000
4/25/2008,1.397.839.966,65.187.000.000
4/28/2008,1.396.369.995,65.678.000.000
4/29/2008,1.390.939.941,63.826.000.000
4/30/2008,1.385.589.966,67.868.000.000
5/2/2008,1.413.900.024,69.366.000.000
5/5/2008,1.407.489.990,70.175.000.000
5/6/2008,1.418.260.010,70.195.000.000
5/7/2008,1.392.569.946,69.018.000.000
5/8/2008,1.397.680.054,69.722.000.000
5/9/2008,1.388.280.029,69.646.000.000
5/12/2008,1.403.579.956,70.416.000.000
5/13/2008,1.403.040.039,70.503.000.000
5/14/2008,1.408.660.034,70.027.000.000
5/15/2008,1.423.569.946,71.492.000.000
5/16/2008,1.425.349.976,72.767.000.000
5/19/2008,1.426.630.005,73.439.000.000
5/20/2008,1.413.400.024,73.517.000.000
5/21/2008,1.390.709.961,72.295.000.000
5/23/2008,1.375.930.054,71.452.000.000
5/27/2008,1.385.349.976,70.992.000.000
5/28/2008,1.390.839.966,73.153.000.000
5/29/2008,1.398.260.010,71.798.000.000
5/30/2008,1.400.380.005,72.593.000.000
6/2/2008,1.385.670.044,71.897.000.000
6/3/2008,1.377.650.024,70.012.000.000
6/4/2008,1.377.199.951,68.673.000.000
6/5/2008,1.404.050.049,71.235.000.000
6/6/2008,1.360.680.054,69.786.000.000
6/9/2008,1.361.760.010,69.281.000.000
6/10/2008,1.358.439.941,67.775.000.000
6/11/2008,1.335.489.990,66.795.000.000
6/12/2008,1.339.869.995,67.322.000.000
6/13/2008,1.360.030.029,67.204.000.000
6/16/2008,1.360.140.015,67.285.000.000
6/17/2008,1.350.930.054,68.438.000.000
6/18/2008,1.337.810.059,67.090.000.000
6/19/2008,1.342.829.956,66.590.000.000
6/20/2008,1.317.930.054,64.614.000.000
6/23/2008,1.318.000.000,64.640.000.000
6/24/2008,1.314.290.039,64.168.000.000
6/25/2008,1.321.969.971,65.853.000.000
6/26/2008,1.283.150.024,63.947.000.000
6/27/2008,1.278.380.005,64.321.000.000
6/30/2008,1.280.000.000,65.018.000.000
7/1/2008,1.284.910.034,63.396.000.000
7/2/2008,1.261.520.020,61.106.000.000
7/3/2008,1.262.900.024,59.273.000.000
7/7/2008,1.252.310.059,59.088.000.000
7/8/2008,1.273.699.951,59.536.000.000
7/10/2008,1.253.390.015,60.253.000.000
7/11/2008,1.239.489.990,60.148.000.000
7/14/2008,1.228.300.049,60.721.000.000
7/15/2008,1.214.910.034,61.015.000.000
7/16/2008,1.245.359.985,62.056.000.000
7/17/2008,1.260.319.946,60.109.000.000
7/18/2008,1.260.680.054,59.988.000.000
7/21/2008,1.260.000.000,60.772.000.000
7/22/2008,1.277.000.000,59.647.000.000
7/23/2008,1.282.189.941,59.421.000.000
7/24/2008,1.252.540.039,57.434.000.000
7/25/2008,1.257.760.010,57.199.000.000
7/28/2008,1.234.369.995,56.869.000.000
7/29/2008,1.263.199.951,58.043.000.000
7/30/2008,1.284.260.010,59.998.000.000
7/31/2008,1.267.380.005,59.505.000.000
8/1/2008,1.260.310.059,57.630.000.000
8/4/2008,1.249.010.010,55.609.000.000
8/5/2008,1.284.880.005,56.471.000.000
8/6/2008,1.289.189.941,57.542.000.000
8/7/2008,1.266.069.946,57.018.000.000
8/8/2008,1.296.319.946,56.584.000.000
8/11/2008,1.305.319.946,54.720.000.000
8/12/2008,1.289.589.966,54.503.000.000
8/13/2008,1.285.829.956,54.573.000.000
8/14/2008,1.292.930.054,55.138.000.000
8/15/2008,1.298.199.951,54.244.000.000
8/18/2008,1.278.599.976,53.327.000.000
8/19/2008,1.266.689.941,53.639.000.000
8/20/2008,1.274.540.039,55.377.000.000
8/21/2008,1.277.719.971,55.935.000.000
8/22/2008,1.292.199.951,55.850.000.000
8/25/2008,1.266.839.966,54.477.000.000
8/26/2008,1.271.510.010,54.359.000.000
8/27/2008,1.281.660.034,55.519.000.000
8/28/2008,1.300.680.054,56.382.000.000
8/29/2008,1.282.829.956,55.680.000.000
9/2/2008,1.277.579.956,54.404.000.000
9/3/2008,1.274.979.980,53.527.000.000
9/4/2008,1.236.829.956,51.409.000.000
9/5/2008,1.242.310.059,51.940.000.000
9/8/2008,1.267.790.039,50.718.000.000
9/9/2008,1.224.510.010,48.435.000.000
9/10/2008,1.232.040.039,49.633.000.000
9/11/2008,1.249.050.049,51.270.000.000
9/12/2008,1.251.699.951,52.393.000.000
9/15/2008,1.192.699.951,48.416.000.000
9/16/2008,1.213.599.976,49.229.000.000
9/17/2008,1.156.390.015,45.909.000.000
9/18/2008,1.206.510.010,48.423.000.000
9/19/2008,1.255.079.956,53.055.000.000
9/22/2008,1.207.089.966,51.541.000.000
9/23/2008,1.188.219.971,49.593.000.000
9/24/2008,1.185.869.995,49.843.000.000
9/25/2008,1.209.180.054,51.828.000.000
9/26/2008,1.213.270.020,50.783.000.000
9/29/2008,1.106.420.044,46.028.000.000
9/30/2008,1.166.359.985,49.541.000.000
10/1/2008,1.161.060.059,49.799.000.000
10/2/2008,1.114.280.029,46.145.000.000
10/3/2008,1.099.229.980,44.517.000.000
10/6/2008,1.056.890.015,42.101.000.000
10/7/2008,996.229.980,40.140.000.000
10/8/2008,984.940.002,38.594.000.000
10/9/2008,909.919.983,37.080.000.000
10/10/2008,899.219.971,35.610.000.000
10/13/2008,1.003.349.976,40.829.000.000
10/14/2008,998.010.010,41.569.000.000
10/15/2008,907.840.027,36.833.000.000
10/16/2008,946.429.993,36.442.000.000
10/17/2008,940.549.988,36.399.000.000
10/20/2008,985.400.024,39.441.000.000
10/21/2008,955.049.988,39.043.000.000
10/22/2008,896.780.029,35.070.000.000
10/23/2008,908.109.985,33.818.000.000
10/24/2008,876.770.020,31.482.000.000
10/27/2008,848.919.983,29.435.000.000
10/28/2008,940.510.010,33.387.000.000
10/29/2008,930.090.027,34.845.000.000
10/30/2008,954.090.027,37.449.000.000
10/31/2008,968.750.000,37.257.000.000
11/3/2008,966.299.988,38.249.000.000
11/4/2008,1.005.750.000,40.255.000.000
11/5/2008,952.770.020,37.786.000.000
11/6/2008,904.880.005,36.362.000.000
11/7/2008,930.989.990,36.665.000.000
11/10/2008,919.210.022,36.776.000.000
11/11/2008,898.950.012,37.262.000.000
11/12/2008,852.299.988,34.374.000.000
11/13/2008,911.289.978,35.993.000.000
11/14/2008,873.289.978,35.789.000.000
11/17/2008,850.750.000,35.717.000.000
11/18/2008,859.119.995,34.095.000.000
11/19/2008,806.580.017,33.405.000.000
11/21/2008,800.030.029,31.251.000.000
11/24/2008,851.809.998,34.189.000.000
11/25/2008,857.390.015,34.813.000.000
11/26/2008,887.679.993,36.470.000.000
11/28/2008,896.239.990,36.596.000.000
12/1/2008,816.210.022,34.741.000.000
12/2/2008,848.809.998,35.001.000.000
12/3/2008,870.739.990,35.297.000.000
12/4/2008,845.219.971,35.128.000.000
12/5/2008,876.070.007,35.347.000.000
12/8/2008,909.700.012,38.285.000.000
12/9/2008,888.669.983,37.968.000.000
12/10/2008,899.239.990,39.004.000.000
12/11/2008,873.590.027,38.519.000.000
12/12/2008,879.729.980,39.374.000.000
12/15/2008,868.570.007,38.320.000.000
12/16/2008,913.179.993,39.993.000.000
12/17/2008,904.419.983,39.947.000.000
12/18/2008,885.280.029,39.536.000.000
12/19/2008,887.880.005,39.131.000.000
12/22/2008,871.630.005,37.619.000.000
12/23/2008,863.159.973,36.471.000.000
12/26/2008,872.799.988,36.864.000.000
12/29/2008,869.419.983,37.060.000.000
12/30/2008,890.640.015,37.550.000.000
1/2/2009,931.799.988,40.244.000.000
1/5/2009,927.450.012,41.519.000.000
1/6/2009,934.700.012,42.312.000.000
1/7/2009,906.650.024,40.820.000.000
1/8/2009,909.729.980,41.991.000.000
1/9/2009,890.349.976,41.583.000.000
1/12/2009,870.260.010,39.403.000.000
1/13/2009,871.789.978,39.544.000.000
1/14/2009,842.619.995,37.982.000.000
1/15/2009,843.739.990,39.151.000.000
1/16/2009,850.119.995,39.342.000.000
1/20/2009,805.219.971,37.272.000.000
1/21/2009,840.239.990,38.543.000.000
1/22/2009,827.500.000,37.894.000.000
1/23/2009,831.950.012,38.132.000.000
1/26/2009,836.570.007,38.509.000.000
1/27/2009,845.710.022,38.699.000.000
1/28/2009,874.090.027,40.227.000.000
1/29/2009,845.140.015,39.638.000.000
1/30/2009,825.880.005,39.301.000.000
2/2/2009,825.440.002,38.666.000.000
2/3/2009,838.510.010,39.747.000.000
2/4/2009,832.229.980,40.129.000.000
2/5/2009,845.849.976,41.109.000.000
2/6/2009,868.599.976,42.756.000.000
2/9/2009,869.890.015,42.100.000.000
2/10/2009,827.159.973,41.207.000.000
2/11/2009,833.739.990,40.846.000.000
2/12/2009,835.190.002,40.501.000.000
2/13/2009,826.840.027,41.674.000.000
2/17/2009,789.169.983,39.847.000.000
2/18/2009,788.419.983,39.674.000.000
2/19/2009,778.940.002,39.730.000.000
2/20/2009,770.049.988,38.715.000.000
2/25/2009,764.900.024,38.232.000.000
2/26/2009,752.830.017,38.180.000.000
2/27/2009,735.090.027,38.183.000.000
3/2/2009,700.820.007,36.235.000.000
3/3/2009,696.330.017,36.468.000.000
3/4/2009,712.869.995,38.402.000.000
3/5/2009,682.549.988,37.369.000.000
3/6/2009,683.380.005,37.105.000.000
3/9/2009,676.530.029,36.741.000.000
3/10/2009,719.599.976,38.795.000.000
3/11/2009,721.359.985,38.805.000.000
3/12/2009,750.739.990,39.152.000.000
3/13/2009,756.549.988,39.015.000.000
3/16/2009,753.890.015,38.607.000.000
3/17/2009,778.119.995,39.511.000.000
3/18/2009,794.349.976,40.142.000.000
3/19/2009,784.039.978,40.453.000.000
3/20/2009,768.539.978,40.076.000.000
3/23/2009,822.919.983,42.439.000.000
3/24/2009,806.119.995,41.476.000.000
3/25/2009,813.880.005,41.799.000.000
3/26/2009,832.859.985,42.589.000.000
3/27/2009,815.940.002,41.907.000.000
3/30/2009,787.530.029,40.653.000.000
3/31/2009,797.869.995,40.926.000.000
4/1/2009,811.080.017,41.976.000.000
4/2/2009,834.380.005,43.736.000.000
4/3/2009,842.500.000,44.391.000.000
4/6/2009,835.479.980,44.167.000.000
4/7/2009,815.549.988,43.825.000.000
4/8/2009,825.159.973,44.182.000.000
4/9/2009,856.559.998,45.539.000.000
4/13/2009,858.729.980,45.992.000.000
4/14/2009,841.500.000,45.418.000.000
4/15/2009,852.059.998,45.273.000.000
4/16/2009,865.299.988,46.025.000.000
4/17/2009,869.599.976,45.778.000.000
4/20/2009,832.390.015,44.433.000.000
4/22/2009,843.549.988,44.888.000.000
4/23/2009,851.919.983,45.801.000.000
4/24/2009,866.229.980,46.772.000.000
4/27/2009,857.510.010,45.820.000.000
4/28/2009,855.159.973,45.821.000.000
4/29/2009,873.640.015,47.227.000.000
4/30/2009,872.809.998,47.290.000.000
5/4/2009,907.239.990,50.405.000.000
5/5/2009,903.799.988,50.670.000.000
5/6/2009,919.530.029,51.499.000.000
5/7/2009,907.390.015,50.058.000.000
5/8/2009,929.229.980,51.396.000.000
5/11/2009,909.239.990,50.976.000.000
5/12/2009,908.349.976,50.326.000.000
5/13/2009,883.919.983,48.679.000.000
5/14/2009,893.070.007,49.446.000.000
5/15/2009,882.880.005,49.007.000.000
5/18/2009,909.710.022,51.463.000.000
5/19/2009,908.130.005,51.347.000.000
5/20/2009,903.469.971,51.245.000.000
5/21/2009,888.330.017,50.087.000.000
5/22/2009,887.000.000,50.568.000.000
5/26/2009,910.330.017,51.841.000.000
5/27/2009,893.059.998,51.792.000.000
5/28/2009,906.830.017,53.041.000.000
5/29/2009,919.140.015,53.198.000.000
6/1/2009,942.869.995,54.486.000.000
6/2/2009,944.739.990,54.000.000.000
6/3/2009,931.760.010,52.087.000.000
6/4/2009,942.460.022,53.464.000.000
6/5/2009,940.090.027,53.341.000.000
6/8/2009,939.140.015,53.630.000.000
6/9/2009,942.429.993,53.157.000.000
6/10/2009,939.150.024,53.411.000.000
6/12/2009,946.210.022,53.558.000.000
6/15/2009,923.719.971,52.034.000.000
6/16/2009,911.969.971,51.206.000.000
6/17/2009,910.710.022,51.046.000.000
6/18/2009,918.369.995,50.903.000.000
6/19/2009,921.229.980,51.374.000.000
6/22/2009,893.039.978,49.495.000.000
6/23/2009,895.099.976,49.814.000.000
6/24/2009,900.940.002,49.672.000.000
6/25/2009,920.260.010,51.515.000.000
6/26/2009,918.900.024,51.486.000.000
6/29/2009,927.229.980,52.138.000.000
6/30/2009,919.320.007,51.465.000.000
7/1/2009,923.330.017,51.544.000.000
7/2/2009,896.419.983,51.025.000.000
7/6/2009,898.719.971,50.622.000.000
7/7/2009,881.030.029,49.457.000.000
7/8/2009,879.559.998,49.178.000.000
7/10/2009,879.130.005,49.221.000.000
7/13/2009,901.049.988,49.187.000.000
7/14/2009,905.840.027,48.873.000.000
7/15/2009,932.679.993,51.297.000.000
7/16/2009,940.739.990,51.918.000.000
7/17/2009,940.380.005,52.072.000.000
7/20/2009,951.130.005,53.155.000.000
7/21/2009,954.580.017,53.234.000.000
7/22/2009,954.070.007,53.073.000.000
7/23/2009,976.289.978,54.249.000.000
7/24/2009,979.260.010,54.457.000.000
7/27/2009,982.179.993,54.549.000.000
7/28/2009,979.619.995,54.472.000.000
7/29/2009,975.150.024,53.735.000.000
7/30/2009,986.750.000,54.478.000.000
7/31/2009,987.479.980,54.766.000.000
8/3/2009,1.002.630.005,55.998.000.000
8/4/2009,1.005.650.024,56.038.000.000
8/5/2009,1.002.719.971,56.384.000.000
8/6/2009,997.080.017,55.755.000.000
8/7/2009,1.010.479.980,56.330.000.000
8/10/2009,1.007.099.976,56.830.000.000
8/11/2009,994.349.976,55.761.000.000
8/12/2009,1.005.809.998,56.588.000.000
8/13/2009,1.012.729.980,57.048.000.000
8/14/2009,1.004.090.027,56.638.000.000
8/17/2009,979.729.980,55.218.000.000
8/18/2009,989.669.983,55.749.000.000
8/19/2009,996.460.022,56.156.000.000
8/20/2009,1.007.369.995,56.831.000.000
8/21/2009,1.026.130.005,57.729.000.000
8/24/2009,1.025.569.946,57.775.000.000
8/25/2009,1.028.000.000,57.421.000.000
8/26/2009,1.028.119.995,57.766.000.000
8/27/2009,1.030.979.980,57.704.000.000
8/28/2009,1.028.930.054,57.701.000.000
8/31/2009,1.020.619.995,56.489.000.000
9/1/2009,998.039.978,55.815.000.000
9/2/2009,994.750.000,55.386.000.000
9/3/2009,1.003.239.990,55.707.000.000
9/4/2009,1.016.400.024,56.652.000.000
9/8/2009,1.025.390.015,57.855.000.000
9/9/2009,1.033.369.995,57.910.000.000
9/10/2009,1.044.140.015,58.536.000.000
9/11/2009,1.042.729.980,58.366.000.000
9/14/2009,1.049.339.966,58.868.000.000
9/15/2009,1.052.630.005,59.264.000.000
9/16/2009,1.068.760.010,60.411.000.000
9/17/2009,1.065.489.990,60.236.000.000
9/18/2009,1.068.300.049,60.703.000.000
9/21/2009,1.064.660.034,60.928.000.000
9/22/2009,1.071.660.034,61.493.000.000
9/23/2009,1.060.869.995,60.496.000.000
9/24/2009,1.050.780.029,60.046.000.000
9/25/2009,1.044.380.005,60.356.000.000
9/28/2009,1.062.979.980,61.317.000.000
9/29/2009,1.060.609.985,61.235.000.000
9/30/2009,1.057.079.956,61.518.000.000
10/1/2009,1.029.849.976,60.459.000.000
10/2/2009,1.025.209.961,61.172.000.000
10/5/2009,1.040.459.961,62.369.000.000
10/6/2009,1.054.719.971,62.671.000.000
10/7/2009,1.057.579.956,62.638.000.000
10/8/2009,1.065.479.980,63.760.000.000
10/9/2009,1.071.489.990,64.071.000.000
10/13/2009,1.073.189.941,64.646.000.000
10/14/2009,1.092.020.020,66.201.000.000
10/15/2009,1.096.560.059,66.703.000.000
10/16/2009,1.087.680.054,66.200.000.000
10/19/2009,1.097.910.034,67.239.000.000
10/20/2009,1.091.060.059,65.303.000.000
10/21/2009,1.081.400.024,65.486.000.000
10/22/2009,1.092.910.034,66.135.000.000
10/23/2009,1.079.599.976,65.059.000.000
10/26/2009,1.066.949.951,65.086.000.000
10/27/2009,1.063.410.034,63.161.000.000
10/28/2009,1.042.630.005,60.162.000.000
10/29/2009,1.066.109.985,63.721.000.000
10/30/2009,1.036.189.941,61.546.000.000
11/3/2009,1.045.410.034,62.643.000.000
11/4/2009,1.046.500.000,63.913.000.000
11/5/2009,1.066.630.005,64.816.000.000
11/6/2009,1.069.300.049,64.466.000.000
11/9/2009,1.093.079.956,66.214.000.000
11/10/2009,1.093.010.010,66.303.000.000
11/11/2009,1.098.510.010,66.431.000.000
11/12/2009,1.087.239.990,64.448.000.000
11/13/2009,1.093.479.980,65.326.000.000
11/16/2009,1.109.300.049,66.627.000.000
11/17/2009,1.110.319.946,67.406.000.000
11/18/2009,1.109.800.049,66.516.000.000
11/19/2009,1.094.900.024,66.327.000.000
11/23/2009,1.106.239.990,66.809.000.000
11/24/2009,1.105.650.024,67.317.000.000
11/25/2009,1.110.630.005,67.917.000.000
11/27/2009,1.091.489.990,67.082.000.000
11/30/2009,1.095.630.005,67.044.000.000
12/1/2009,1.108.859.985,68.546.000.000
12/2/2009,1.109.239.990,68.615.000.000
12/3/2009,1.099.920.044,68.315.000.000
12/4/2009,1.105.979.980,67.604.000.000
12/7/2009,1.103.250.000,68.512.000.000
12/8/2009,1.091.939.941,67.729.000.000
12/9/2009,1.095.949.951,68.012.000.000
12/10/2009,1.102.349.976,68.728.000.000
12/11/2009,1.106.410.034,69.267.000.000
12/14/2009,1.114.109.985,69.349.000.000
12/15/2009,1.107.930.054,69.311.000.000
12/16/2009,1.109.180.054,68.622.000.000
12/17/2009,1.096.079.956,67.068.000.000
12/18/2009,1.102.469.971,66.794.000.000
12/21/2009,1.114.050.049,65.925.000.000
12/22/2009,1.118.020.020,67.418.000.000
12/23/2009,1.120.589.966,67.589.000.000
12/28/2009,1.127.780.029,67.902.000.000
12/29/2009,1.126.199.951,68.296.000.000
12/30/2009,1.126.420.044,68.588.000.000
1/4/2010,1.132.989.990,70.045.000.000
1/5/2010,1.136.520.020,70.240.000.000
1/6/2010,1.137.140.015,70.729.000.000
1/7/2010,1.141.689.941,70.451.000.000
1/8/2010,1.144.979.980,70.263.000.000
1/11/2010,1.146.979.980,70.433.000.000
1/12/2010,1.136.219.971,70.076.000.000
1/13/2010,1.145.680.054,70.385.000.000
1/14/2010,1.148.459.961,69.801.000.000
1/15/2010,1.136.030.029,68.978.000.000
1/19/2010,1.150.229.980,69.909.000.000
1/20/2010,1.138.040.039,68.200.000.000
1/21/2010,1.116.479.980,66.270.000.000
1/22/2010,1.091.760.010,66.220.000.000
1/26/2010,1.092.170.044,65.524.000.000
1/27/2010,1.097.500.000,65.070.000.000
1/28/2010,1.084.530.029,65.588.000.000
1/29/2010,1.073.869.995,65.402.000.000
2/1/2010,1.089.189.941,66.572.000.000
2/2/2010,1.103.319.946,67.163.000.000
2/3/2010,1.097.280.029,67.109.000.000
2/4/2010,1.063.109.985,63.934.000.000
2/5/2010,1.066.189.941,62.763.000.000
2/8/2010,1.056.739.990,63.153.000.000
2/9/2010,1.070.520.020,64.718.000.000
2/10/2010,1.068.130.005,65.051.000.000
2/11/2010,1.078.469.971,66.129.000.000
